file	obj	time	gap	objs	times	gaps	iters
../output/wireless-3-1200/sdrdp_wireless_200_0.1_8.txt.out	44	21.369	0.0	[59.0, 56.0, 50.0, 48.0, 47.0, 46.0, 45.0, 44.0]	[0.04047, 0.329193, 1.370334, 1.656776, 2.092711, 2.413328, 10.599546, 19.190017]	[46.640436, 33.083258, 19.991443, 16.657704, 14.681565, 12.754399, 6.739662, 3.323405]	[531, 2316, 8158, 12031, 20012, 24234, 83758, 173226]
../output/wireless-3-1200/sdrdp_wireless_200_0.1_9.txt.out	49	17.8379	0.0	[65.0, 61.0, 52.0, 51.0, 50.0, 49.0]	[0.051537, 0.360449, 0.809379, 0.827965, 1.517613, 13.358357]	[48.14628, 31.238957, 14.982707, 13.315701, 9.29822, 4.007899]	[656, 2716, 4966, 4966, 7536, 153382]
../output/wireless-3-1200/sdrdp_wireless_200_0.2_0.txt.out	2	116.97	0.0	[19.0, 12.0, 8.0, 4.0, 3.0, 2.0]	[0.087828, 0.169349, 0.598903, 0.90374, 11.504489, 94.774201]	[106.273595, 108.894541, 107.416443, 114.719603, 96.401867, 66.862991]	[600, 703, 1729, 1770, 69982, 818935]
../output/wireless-3-1200/sdrdp_wireless_200_0.2_1.txt.out	1	11.0451	0.0	[12.0, 8.0, 6.0, 3.0, 2.0, 1.0]	[0.091972, 0.257315, 0.333781, 0.772397, 3.006057, 5.503223]	[116.166667, 112.5, 116.666667, 133.333333, 150.0, 179.226361]	[756, 1265, 1362, 1540, 27025, 33749]
../output/wireless-3-1200/sdrdp_wireless_200_0.2_2.txt.out	2	1180.76	0.0	[12.0, 9.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0]	[0.079877, 0.717288, 1.126596, 5.350033, 12.434646, 12.966989, 20.360453, 1180.7577]	[107.633588, 101.117531, 98.956526, 96.926591, 93.286191, 91.56271, 84.486958, 0.0]	[558, 1759, 2383, 24280, 83804, 86259, 160970, 11610487]
../output/wireless-3-1200/sdrdp_wireless_200_0.2_3.txt.out	-1	122.086	0.0	[10.0, 8.0, 6.0, 5.0, 3.0, 2.0, 1.0, 0.0, -1.0]	[0.084917, 0.348167, 0.573181, 1.082365, 1.117439, 1.398777, 2.056384, 17.850463, 117.661652]	[138.333333, 137.5, 150.0, 160.0, 200.0, 250.0, 400.0, 2629661751951.4604, 111.362728]	[593, 1267, 1267, 6178, 6674, 9241, 14753, 188826, 1349207]
../output/wireless-3-1200/sdrdp_wireless_200_0.2_4.txt.out	2	189.657	0.0	[13.0, 7.0, 4.0, 3.0, 2.0]	[0.086374, 0.414886, 0.728635, 2.599946, 189.654997]	[92.307692, 85.714286, 75.0, 66.666667, 0.0]	[548, 1111, 1310, 28883, 1973978]
../output/wireless-3-1200/sdrdp_wireless_200_0.2_5.txt.out	1	50.7246	0.0	[19.0, 6.0, 3.0, 2.0, 1.0]	[0.130962, 0.268779, 0.697914, 2.34191, 6.093793]	[102.631579, 108.333333, 100.0, 100.0, 100.0]	[996, 1134, 1603, 23964, 66660]
../output/wireless-3-1200/sdrdp_wireless_200_0.2_6.txt.out	3	64.0106	0.0	[12.0, 9.0, 7.0, 5.0, 4.0, 3.0]	[0.082167, 0.356418, 0.73915, 1.213483, 12.019628, 30.552323]	[99.092409, 92.906952, 89.979096, 83.164857, 66.111243, 43.9519]	[564, 1220, 1738, 7113, 109382, 327264]
../output/wireless-3-1200/sdrdp_wireless_200_0.2_7.txt.out	2	212.506	0.0	[11.0, 3.0, 2.0]	[0.074683, 0.649625, 32.925416]	[108.997509, 121.888151, 86.891964]	[527, 971, 419037]
